OBJECTID,CT2010,TOTHHS,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDINC,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18_PO,CV_PERLT18,POV_65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,XLS_1,XLS_2,XLS_3,XLS_4
647,24033805802,991,4.293965,13.8,23.346989,58.9,7.018232,44.2,9.902488,41.6,10.959785,9.1,33.401249,61020,12.110235,13.9,30.613807,40.4,8.576846,30.3,25.479752,24.2,23.361551,35,26.574034,16.3,46.991254,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033805802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033805802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033805802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033805802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033805802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033805802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033805802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033805802.xlsx
648,24033806711,1759,3.732433,30.3,14.645841,26,14.729951,5.5,37.579442,3.2,58.890578,7.9,26.162903,58768,8.666296,5.5,34.263609,24.4,17.439833,6.7,42.643923,6.2,33.336602,9,38.500507,1.8,108.071597,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033806711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033806711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033806711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033806711.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033806711.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033806711.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033806711.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033806711.xlsx
649,24033805700,1803,2.764727,16.2,17.636684,63.2,3.847486,49.6,7.966467,44.6,9.541074,13.2,19.34236,56532,4.461523,8.7,32.141984,43.6,10.735897,5.8,49.261084,15,19.858156,5.1,50.062578,5.7,76.787714,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033805700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033805700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033805700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033805700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033805700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033805700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033805700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033805700.xlsx
650,24033801209,1510,2.898609,25.6,13.06041,8.8,26.250345,4.1,25.205723,2,36.474164,13.1,25.986682,95945,2.566693,8.3,30.761343,7.3,23.316817,4.3,97.547183,5.5,63.000829,14.2,84.763903,2,82.066869,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801209.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801209.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801209.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801209.xlsx
651,24033801313,1139,3.896128,36.5,13.99009,14.9,24.887293,3.1,50.985391,0.7,95.527573,8.8,36.612324,114519,13.555309,8.1,35.273369,4.9,37.218535,9.9,63.246446,5.7,51.191809,12.1,70.335854,11.3,75.315383,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801313.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801313.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801313.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801313.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801313.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801313.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801313.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801313.xlsx
652,24033801211,1058,2.643055,21.6,21.38917,9,40.526849,5.2,61.959317,0.1,182.370821,5.6,51.020408,111250,11.838393,1,85.106383,5,38.905775,6.1,78.728387,3.7,69.005175,8.8,84.277425,3.7,98.578822,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801211.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801211.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801211.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801211.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801211.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801211.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801211.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801211.xlsx
653,24033801215,767,5.627261,25,17.993921,4.9,33.496681,0.6,91.18541,0.6,91.18541,9,42.553191,102052,10.7538,4,56.231003,6,33.43465,0,-999,0.2,121.580547,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801215.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801215.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801215.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801215.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801215.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801215.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801215.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801215.xlsx
654,24033801005,1211,4.166468,32,14.817629,3.1,35.297578,2.5,36.474164,0.3,101.317123,6.6,30.395137,130594,8.093484,1.9,73.588226,4.6,29.073609,4,72.948328,2,75.987842,4.9,78.158923,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801005.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801005.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801005.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801005.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801005.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801005.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801005.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801005.xlsx
655,24033801217,1123,4.114035,33.5,12.702445,8.6,26.153955,3,42.553191,0.1,121.580547,6.1,49.828093,107055,13.772996,2.8,69.474598,9.3,29.414648,0,-999,2.5,60.790274,0,-999,9.5,69.108943,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801217.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801217.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801217.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801217.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801217.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801217.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801217.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801217.xlsx
656,24005430400,1654,2.646251,18.4,18.171006,9.2,49.557288,8,60.790274,6.4,75.037994,3.2,43.693009,61000,7.341671,6.2,29.414648,14.2,32.535639,15.4,43.816366,15.1,26.570583,21.8,39.039625,7.4,53.396862,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005430400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005430400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005430400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005430400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005430400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005430400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005430400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005430400.xlsx
657,24005421101,1319,3.963581,16.6,16.479291,6.6,35.000461,0.5,109.422492,0.5,109.422492,10.3,24.19807,42188,13.196106,18.4,19.162151,11.7,24.939599,8.2,74.875825,8.8,37.993921,13.3,76.787714,7.4,53.396862,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005421101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005421101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005421101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005421101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005421101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005421101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005421101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005421101.xlsx
658,24005421102,950,3.071509,8.4,26.052974,2.7,49.532815,1.4,65.132436,0.7,104.211898,7.6,35.194369,46719,8.548815,10.3,27.149054,13.5,20.263425,24.9,34.911683,17,23.60093,42.5,27.605936,3.4,66.154121,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005421102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005421102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005421102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005421102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005421102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005421102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005421102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005421102.xlsx
659,24005420401,2134,4.472387,9.2,25.76979,3.8,36.794113,1.9,57.590785,0.7,86.843248,17.8,20.149585,59077,9.67878,13.7,25.736028,9.9,21.491511,9.1,50.101874,7.4,41.895999,10.4,51.437924,8.1,69.79624,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005420401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005420401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005420401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005420401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005420401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005420401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005420401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005420401.xlsx
660,24005420800,1258,5.025587,6.2,31.375625,1.3,65.466448,0.2,121.580547,0.2,121.580547,10.9,25.096902,52295,11.338528,19,22.396417,10.7,27.838536,20.1,47.785389,16.2,23.265413,28.5,46.925825,12,34.954407,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005420800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005420800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005420800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005420800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005420800.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005420800.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005420800.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005420800.xlsx
661,24005421200,728,3.590634,11.9,24.009604,2.5,46.200608,1.4,47.763786,0.8,53.191489,8.6,34.636319,42917,22.524569,7.8,32.733224,10.8,30.95801,8.7,78.957482,7.3,39.138943,7.6,87.985922,8.7,57.29658,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005421200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005421200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005421200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005421200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005421200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005421200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005421200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005421200.xlsx
662,24005490603,954,3.313516,69.2,5.35868,6.6,30.395137,3.7,41.074509,0.6,60.790274,2.7,63.041765,109200,7.02818,0,-999,3.6,38.83823,0,-999,5.5,29.842498,0,-999,7.5,67.274569,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005490603.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005490603.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005490603.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005490603.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005490603.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005490603.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005490603.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005490603.xlsx
663,24005400400,2086,3.059913,54.9,6.200829,4.1,28.171102,2.5,41.337386,1.4,69.474598,6.1,29.896856,109479,10.411845,1.3,65.466448,6.4,28.495441,5.1,58.406341,7.4,27.109176,6.9,51.980089,5.2,95.861585,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005400400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005400400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005400400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005400400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005400400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005400400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005400400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005400400.xlsx
664,24005490200,1050,3.589521,52.7,7.267148,8.5,26.461648,4.8,37.993921,1.3,65.466448,2.6,53.776011,83359,5.082933,3.7,72.291136,3,38.500507,2.7,92.311156,4,37.993921,2.9,85.94487,2.8,71.64568,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005490200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005490200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005490200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005490200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005490200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005490200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005490200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005490200.xlsx
665,24005490301,2562,4.982809,38,10.718285,14.6,20.402215,6.6,37.763655,3.8,55.991041,4.1,41.515309,51308,6.634941,1.2,60.790274,14.5,23.477623,30.2,49.316613,27.8,12.464193,30.3,47.950084,8.4,34.737299,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005490301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005490301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005490301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005490301.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005490301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005490301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005490301.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005490301.xlsx
666,24005492102,876,2.49823,20.2,17.755575,5.6,42.336083,3,44.579534,0.1,182.370821,16.1,38.135513,66705,8.73601,10.8,48.969943,5.5,33.158331,5,88.753799,5.7,38.393857,5.8,69.175139,4.7,89.245295,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005492102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005492102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005492102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005492102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005492102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005492102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005492102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005492102.xlsx
667,24005491500,1630,4.214295,27.9,13.291063,14.1,29.748432,6.5,48.632219,3.6,60.790274,10.5,30.684614,48607,7.910352,11.5,27.487776,14.4,17.730496,25.2,45.110243,21.4,29.827003,31.2,39.162965,8.8,73.915446,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005491500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005491500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005491500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005491500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005491500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005491500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005491500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005491500.xlsx
668,24005491401,2387,2.623124,24.8,16.913423,10.3,23.607873,2.3,52.861107,2.1,60.790274,5.2,32.733224,43568,8.490379,29.6,16.224431,12.9,19.792182,17.9,46.187023,13.4,31.756113,18.4,48.235761,5.9,84.488177,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005491401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005491401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005491401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005491401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005491401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005491401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005491401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005491401.xlsx
669,24005411201,1191,2.858317,45.6,9.865088,4.1,32.619171,0.6,101.317123,0.6,101.317123,4.4,38.68472,94375,9.455263,0.7,95.527573,2.6,53.776011,2,103.343465,1.3,65.466448,1.7,121.580547,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005411201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005411201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005411201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005411201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005411201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005411201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005411201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005411201.xlsx
670,24005402509,4039,2.408132,53.3,8.097766,14.6,21.65133,2.4,50.658561,0.3,81.053698,3.9,34.291949,77676,9.481361,3.2,55.091185,7.6,28.795393,0,-999,3,48.632219,0,-999,2.4,91.18541,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005402509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005402509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005402509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005402509.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005402509.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005402509.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005402509.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005402509.xlsx
671,24005492401,1429,3.573396,36.2,12.258812,12.5,29.665653,5.3,38.997534,2.5,55.927052,10.9,27.327738,95897,9.334356,4.6,38.324303,9.4,29.101727,1.3,102.875848,4.7,58.203453,1.6,91.18541,21.1,61.078379,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005492401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005492401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005492401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005492401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005492401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005492401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005492401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005492401.xlsx
672,24005492402,2935,5.737276,63.3,6.242287,15.3,17.48217,4.7,32.335252,2.3,50.218052,6.4,34.194529,78515,4.029974,5.4,32.646628,6.6,31.316202,5.6,96.613113,3.9,60.790274,6,94.224924,11.8,32.455824,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005492402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005492402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005492402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005492402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005492402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005492402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005492402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005492402.xlsx
